sID	Transformation	Side	Selection	Attention_Confirmation	Age	Sex	Duration (sek)
4787	X_transl	right	1	1	34	2	79
4798	X_transl	right	2	1	28	2	-1
4807	X_transl	right	1	1	22	1	108
4834	X_transl	right	2	1	72	2	190
4839	X_transl	right	1	1	33	2	121
3989	Y_transl	left	2	1	26	2	98
3996	Y_transl	left	1	1	24	1	85
4010	Y_transl	left	1	1	20	2	84
4030	Y_transl	left	1	1	33	2	65
4045	Y_transl	left	1	1	55	2	133
4048	Y_transl	left	1	1	26	1	114
4068	Y_transl	left	1	1	48	2	164
4080	Y_transl	left	2	1	45	2	78
4102	Y_transl	left	1	1	23	2	146
4108	Y_transl	left	2	1	36	1	102
4123	Y_transl	left	1	1	22	1	161
4152	Y_transl	left	1	1	23	1	147
4166	Y_transl	left	2	1	19	2	51
4182	Y_transl	left	2	1	30	2	115
4202	Y_transl	left	2	1	51	1	121
4211	Y_transl	left	2	1	32	1	83
4225	Y_transl	left	2	1	52	1	108
4258	Y_transl	left	1	1	18	2	98
4265	Y_transl	left	1	1	35	1	227
4282	Y_transl	left	1	1	51	2	106
4287	Y_transl	left	2	1	28	1	138
4304	Y_transl	left	1	1	31	1	88
4311	Y_transl	left	1	1	40	1	202
4333	Y_transl	left	2	1	31	1	84
4346	Y_transl	left	2	1	18	1	216
4350	Y_transl	left	2	1	27	1	99
4364	Y_transl	left	2	1	25	2	94
4377	Y_transl	left	1	1	41	1	119
4392	Y_transl	left	1	1	30	2	540
4395	Y_transl	left	1	1	34	2	75
4416	Y_transl	left	2	1	22	2	66
4430	Y_transl	left	2	1	40	1	111
4463	Y_transl	left	1	1	30	1	134
4465	Y_transl	left	1	1	20	1	154
4478	Y_transl	left	2	1	23	1	100
4495	Y_transl	left	2	1	27	1	100
4518	Y_transl	left	1	1	38	1	111
4534	Y_transl	left	2	1	29	2	95
4553	Y_transl	left	2	1	25	2	71
4577	Y_transl	left	2	1	21	1	159
4585	Y_transl	left	1	1	36	1	366
4592	Y_transl	left	1	1	35	2	89
4608	Y_transl	left	1	1	34	2	84
4629	Y_transl	left	1	1	35	2	263
4633	Y_transl	left	1	1	23	1	102
4644	Y_transl	left	2	1	29	1	86
4663	Y_transl	left	1	1	35	2	111
4689	Y_transl	left	1	1	23	2	128
4690	Y_transl	left	1	1	22	1	156
4711	Y_transl	left	1	1	35	2	173
4728	Y_transl	left	2	1	23	2	110
4744	Y_transl	left	1	1	27	1	43
4757	Y_transl	left	2	1	19	2	79
4765	Y_transl	left	2	1	47	2	113
4779	Y_transl	left	1	1	31	2	86
4800	Y_transl	left	2	1	18	2	382
4811	Y_transl	left	2	1	37	2	78
4822	Y_transl	left	1	1	23	2	129
4825	Y_transl	left	1	1	53	2	459
4859	Y_transl	left	2	1	28	1	63
4865	Y_transl	left	1	1	21	2	321
3982	Y_transl	right	1	1	22	2	246
3999	Y_transl	right	2	1	18	2	56
4020	Y_transl	right	2	1	33	1	40
4026	Y_transl	right	2	1	63	2	147
4041	Y_transl	right	2	1	33	2	97
4061	Y_transl	right	2	1	40	2	98
4069	Y_transl	right	1	1	19	2	88
4084	Y_transl	right	1	1	45	1	276
4085	Y_transl	right	2	1	34	2	53
4118	Y_transl	right	2	1	50	1	77
4121	Y_transl	right	2	1	37	1	86
4136	Y_transl	right	2	1	42	2	85
4149	Y_transl	right	2	1	34	2	73
4163	Y_transl	right	2	1	35	2	104
4177	Y_transl	right	1	1	30	2	121
4199	Y_transl	right	2	1	39	1	85
4207	Y_transl	right	2	1	61	2	120
4228	Y_transl	right	2	1	43	1	59
4240	Y_transl	right	1	1	35	1	59
4268	Y_transl	right	2	1	31	1	134
4272	Y_transl	right	2	1	24	1	85
4285	Y_transl	right	1	1	27	2	212
4302	Y_transl	right	2	1	45	2	121
4309	Y_transl	right	1	1	23	2	102
4326	Y_transl	right	1	1	18	1	69
4339	Y_transl	right	2	1	66	2	208
4348	Y_transl	right	2	1	19	1	50
4374	Y_transl	right	1	1	26	1	104
4382	Y_transl	right	1	1	38	2	163
4396	Y_transl	right	2	1	49	2	89
4420	Y_transl	right	2	1	26	2	91
4433	Y_transl	right	1	1	54	2	314
4436	Y_transl	right	1	1	23	2	156
4460	Y_transl	right	2	1	52	1	120
4466	Y_transl	right	2	1	26	1	73
4482	Y_transl	right	1	1	31	1	120
4502	Y_transl	right	1	1	26	2	99
4511	Y_transl	right	2	1	52	2	139
4527	Y_transl	right	1	1	26	2	145
4537	Y_transl	right	2	1	20	2	84
4562	Y_transl	right	1	1	51	1	261
4567	Y_transl	right	2	1	25	2	128
4570	Y_transl	right	2	1	50	1	218
4600	Y_transl	right	2	1	60	2	146
4617	Y_transl	right	2	1	50	1	137
4624	Y_transl	right	2	1	31	1	85
4635	Y_transl	right	2	1	21	2	110
4657	Y_transl	right	1	1	31	1	167
4675	Y_transl	right	2	1	24	1	57
4679	Y_transl	right	1	1	46	1	82
4704	Y_transl	right	1	1	21	2	38
4712	Y_transl	right	2	1	30	1	90
4730	Y_transl	right	2	1	24	1	182
4734	Y_transl	right	2	1	31	1	169
4761	Y_transl	right	1	1	46	1	109
4768	Y_transl	right	2	1	36	1	40
4783	Y_transl	right	2	1	23	1	122
4794	Y_transl	right	1	1	21	1	136
4806	Y_transl	right	1	1	50	1	152
4827	Y_transl	right	2	1	30	2	182
4841	Y_transl	right	2	1	58	2	151
