sID	Transformation	Side	Selection	Attention_Confirmation	Age	Sex	Duration (sek)
1942	X_transl	right	1	1	38	1	63
1966	X_transl	right	1	1	26	1	71
1967	X_transl	right	2	1	28	1	129
1972	X_transl	right	2	1	22	2	154
2000	X_transl	right	2	1	19	1	74
2012	X_transl	right	1	1	20	2	178
2032	X_transl	right	2	1	27	2	202
2044	X_transl	right	1	1	56	2	79
2074	X_transl	right	1	1	24	1	39
2078	X_transl	right	1	1	35	1	189
2099	X_transl	right	2	1	41	1	101
2116	X_transl	right	2	1	30	2	119
2121	X_transl	right	2	1	50	2	293
2135	X_transl	right	2	1	33	2	151
2155	X_transl	right	1	1	33	2	102
2168	X_transl	right	1	1	35	2	134
2175	X_transl	right	2	1	63	1	116
2200	X_transl	right	1	1	23	1	63
2204	X_transl	right	1	1	34	2	157
2216	X_transl	right	2	1	50	2	108
2242	X_transl	right	2	1	25	1	84
2251	X_transl	right	2	1	18	1	83
1389	Y_transl	left	2	1	29	1	84
1408	Y_transl	left	2	1	42	2	72
1423	Y_transl	left	2	1	33	1	86
1425	Y_transl	left	1	1	37	1	110
1449	Y_transl	left	1	1	22	2	46
1452	Y_transl	left	2	1	60	1	171
1476	Y_transl	left	2	1	51	2	183
1481	Y_transl	left	1	1	31	1	116
1505	Y_transl	left	2	1	44	2	489
1522	Y_transl	left	2	1	22	1	143
1531	Y_transl	left	2	1	51	2	113
1542	Y_transl	left	2	1	38	1	196
1562	Y_transl	left	2	1	21	2	63
1571	Y_transl	left	2	1	40	2	79
1593	Y_transl	left	2	1	49	2	111
1594	Y_transl	left	2	1	30	1	150
1617	Y_transl	left	2	1	29	2	79
1633	Y_transl	left	1	1	19	2	95
1639	Y_transl	left	2	1	36	2	85
1656	Y_transl	left	2	1	20	1	138
1677	Y_transl	left	2	1	30	2	124
1691	Y_transl	left	2	1	22	2	94
1700	Y_transl	left	1	1	20	2	99
1709	Y_transl	left	2	1	25	2	80
1712	Y_transl	left	2	1	62	2	303
1739	Y_transl	left	2	1	62	2	111
1756	Y_transl	left	2	1	20	2	43
1761	Y_transl	left	2	1	24	1	214
1775	Y_transl	left	1	1	32	1	134
1795	Y_transl	left	2	1	59	2	87
1825	Y_transl	left	2	1	57	2	58
1831	Y_transl	left	2	1	42	2	99
1849	Y_transl	left	2	1	18	1	78
1851	Y_transl	left	2	1	24	1	99
1872	Y_transl	left	2	1	46	2	99
1886	Y_transl	left	2	1	31	2	165
1895	Y_transl	left	2	1	34	2	111
1909	Y_transl	left	2	1	29	2	111
1936	Y_transl	left	2	1	30	1	62
1944	Y_transl	left	2	1	75	1	110
1969	Y_transl	left	2	1	22	2	60
1975	Y_transl	left	2	1	64	1	115
1985	Y_transl	left	2	1	34	2	114
1991	Y_transl	left	2	1	20	1	88
2003	Y_transl	left	2	1	39	1	107
2023	Y_transl	left	2	1	28	2	65
2040	Y_transl	left	1	1	23	1	139
2054	Y_transl	left	2	1	23	2	81
2068	Y_transl	left	2	1	45	1	100
2081	Y_transl	left	2	1	55	2	76
2091	Y_transl	left	2	1	29	1	101
2115	Y_transl	left	2	1	55	2	108
2129	Y_transl	left	2	1	32	2	85
2140	Y_transl	left	1	1	28	1	134
2158	Y_transl	left	1	1	21	2	106
2162	Y_transl	left	2	1	31	2	81
2176	Y_transl	left	2	1	30	1	79
2198	Y_transl	left	2	1	31	2	113
2210	Y_transl	left	2	1	20	4	187
2220	Y_transl	left	2	1	21	2	151
2243	Y_transl	left	2	1	29	2	71
1386	Y_transl	right	1	1	20	2	77
1403	Y_transl	right	2	1	21	1	79
1410	Y_transl	right	1	1	0	4	166
1430	Y_transl	right	1	1	28	1	71
1443	Y_transl	right	1	1	19	2	63
1454	Y_transl	right	2	1	25	1	143
1480	Y_transl	right	1	1	31	1	257
1486	Y_transl	right	1	1	31	1	137
1499	Y_transl	right	1	1	19	1	56
1514	Y_transl	right	2	1	35	2	153
1535	Y_transl	right	2	1	22	1	22
1545	Y_transl	right	1	1	35	4	67
1565	Y_transl	right	1	1	22	2	53
1573	Y_transl	right	1	1	29	1	64
1591	Y_transl	right	2	1	46	2	129
1600	Y_transl	right	1	1	29	2	96
1619	Y_transl	right	1	1	29	2	111
1628	Y_transl	right	1	1	51	2	113
1646	Y_transl	right	2	1	22	2	131
1662	Y_transl	right	1	1	31	2	73
1673	Y_transl	right	2	1	30	2	103
1683	Y_transl	right	2	1	24	2	115
1706	Y_transl	right	2	1	30	1	75
1724	Y_transl	right	2	1	21	2	53
1731	Y_transl	right	2	1	43	2	94
1748	Y_transl	right	1	1	30	2	108
1753	Y_transl	right	2	1	43	2	113
1773	Y_transl	right	1	1	22	1	103
1790	Y_transl	right	2	1	28	1	60
1798	Y_transl	right	1	1	24	2	74
1818	Y_transl	right	1	1	36	1	76
1834	Y_transl	right	1	1	30	1	92
1835	Y_transl	right	1	1	25	1	71
1852	Y_transl	right	2	1	38	1	154
1859	Y_transl	right	1	1	36	1	189
1887	Y_transl	right	1	1	29	2	101
1894	Y_transl	right	2	1	29	1	51
1908	Y_transl	right	1	1	27	2	142
1933	Y_transl	right	1	1	21	2	64
1940	Y_transl	right	1	1	44	2	78
1952	Y_transl	right	1	1	24	2	255
1954	Y_transl	right	1	1	55	2	153
1970	Y_transl	right	1	1	21	2	233
1990	Y_transl	right	1	1	23	2	98
2008	Y_transl	right	1	1	59	1	135
2027	Y_transl	right	1	1	20	2	84
2030	Y_transl	right	1	1	24	2	89
2049	Y_transl	right	1	1	19	1	79
2062	Y_transl	right	2	1	35	1	120
2077	Y_transl	right	1	1	23	2	83
2094	Y_transl	right	2	1	61	2	150
2097	Y_transl	right	2	1	30	2	86
2143	Y_transl	right	1	1	33	2	211
2152	Y_transl	right	2	1	35	2	79
2169	Y_transl	right	1	1	24	2	255
2177	Y_transl	right	1	1	22	1	146
2205	Y_transl	right	1	1	23	1	40
2225	Y_transl	right	1	1	21	2	81
2236	Y_transl	right	1	1	31	2	47
2253	Y_transl	right	1	1	51	2	103
2259	Y_transl	right	1	1	30	2	174
