sID	Transformation	Side	Selection	Attention_Confirmation	Age	Sex	Duration (sek)
3183	Y_transl	right	1	1	59	2	118
3192	Y_transl	right	1	1	34	1	195
3213	Y_transl	right	1	1	28	2	60
3227	Y_transl	right	1	1	35	2	63
3236	Y_transl	right	1	1	28	2	102
3254	Y_transl	right	1	1	28	1	155
3258	Y_transl	right	1	1	34	1	66
3281	Y_transl	right	1	1	37	2	79
3300	Y_transl	right	1	1	23	1	104
3301	Y_transl	right	1	1	31	2	107
3318	Y_transl	right	1	1	54	2	119
3329	Y_transl	right	2	1	46	2	127
3342	Y_transl	right	1	1	60	2	169
3351	Y_transl	right	1	1	38	1	59
3367	Y_transl	right	2	1	61	2	113
3405	Y_transl	right	1	1	39	2	51
3406	Y_transl	right	1	1	22	2	109
3419	Y_transl	right	1	1	57	2	94
3439	Y_transl	right	1	1	35	2	100
3457	Y_transl	right	1	1	31	1	115
3466	Y_transl	right	1	1	28	1	92
3482	Y_transl	right	1	1	26	1	64
3487	Y_transl	right	1	1	34	2	173
3510	Y_transl	right	1	1	35	2	106
3532	Y_transl	right	1	1	72	2	97
3541	Y_transl	right	2	1	22	2	196
3554	Y_transl	right	1	1	40	1	67
3555	Y_transl	right	2	1	63	1	123
3569	Y_transl	right	2	1	25	1	117
3575	Y_transl	right	1	1	27	1	77
3601	Y_transl	right	1	1	31	2	51
3622	Y_transl	right	1	1	24	2	67
3625	Y_transl	right	1	1	29	2	91
3637	Y_transl	right	1	1	40	1	162
3672	Y_transl	right	1	1	32	1	131
3697	Y_transl	right	1	1	34	2	99
3706	Y_transl	right	1	1	30	1	107
3721	Y_transl	right	1	1	50	2	165
3744	Y_transl	right	1	1	19	1	45
3747	Y_transl	right	1	1	34	2	83
3768	Y_transl	right	1	1	41	2	66
3778	Y_transl	right	1	1	56	2	119
3798	Y_transl	right	1	1	23	2	82
3805	Y_transl	right	1	1	31	1	106
3826	Y_transl	right	1	1	40	1	105
3843	Y_transl	right	1	1	48	2	74
3852	Y_transl	right	1	1	53	2	154
3857	Y_transl	right	1	1	57	1	186
3887	Y_transl	right	1	1	64	1	141
3898	Y_transl	right	1	1	32	2	87
3911	Y_transl	right	1	1	30	2	60
3914	Y_transl	right	1	1	30	1	383
3923	Y_transl	right	1	1	25	2	143
3948	Y_transl	right	1	1	33	2	81
3964	Y_transl	right	1	1	39	1	82
